#SampleID	anonymized_name	collection_timestamp	contributor	country	depth	description	dna_extracted	elevation	emp_status	env_biome	env_feature	env_material	env_package	geo_loc_name	host_common_name	host_scientific_name	host_status	host_subject_id	host_taxid	lane	latitude	life_stage	longitude	name_in_metadata	notes	observations	old_title	ph	physical_specimen_location	physical_specimen_remaining	preprocessing_of_the_sponge_tissue	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	salinity_ppt	sample_type	sampling_site	scientific_name	scientific_order	study_id	taxon_id	title	water_temperature_degrees_c
10793.10533.CPS.Ago.1a	10533.CPS.Ago.1a	5/1/13	Montoya	Spain	10	sponge tissue from CPS Agelas oroides	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Spain	sponges	Agelas oroides	Healthy	CPS_Ago_1a	72715.0	4	-18.68	Adult	146.5145333	CPS_Ago_1a			Sponge Responses to dredging-related light attenuation	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Missing: Not provided	sponge metagenome	Dictyoceratida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CPS.Ago.2a	10533.CPS.Ago.2a	5/1/13	Montoya	Spain	10	sponge tissue from CPS Agelas oroides	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Spain	sponges	Agelas oroides	Healthy	CPS_Ago_2a	72715.0	4	-18.68	Adult	146.5145333	CPS_Ago_2a			Sponge Responses to dredging-related light attenuation	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Missing: Not provided	sponge metagenome	Dictyoceratida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CPS.Ago.3a	10533.CPS.Ago.3a	5/1/13	Montoya	Spain	10	sponge tissue from CPS Agelas oroides	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Spain	sponges	Agelas oroides	Healthy	CPS_Ago_3a	72715.0	4	-18.68	Adult	146.5145333	CPS_Ago_3a			Sponge Responses to dredging-related light attenuation	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Missing: Not provided	sponge metagenome	Dictyoceratida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CPS.Axd.1a	10533.CPS.Axd.1a	5/1/13	Montoya	Spain	10	sponge tissue from CPS Axinella damicornis	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Spain	sponges	Axinella damicornis	Healthy	CPS_Axd_1a	72671.0	4	-18.68	Adult	146.5145333	CPS_Axd_1a			Sponge Responses to dredging-related light attenuation	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Missing: Not provided	sponge metagenome	Dictyoceratida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CPS.Axd.2a	10533.CPS.Axd.2a	5/1/13	Montoya	Spain	10	sponge tissue from CPS Axinella damicornis	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Spain	sponges	Axinella damicornis	Healthy	CPS_Axd_2a	72671.0	4	-18.68	Adult	146.5145333	CPS_Axd_2a			Sponge Responses to dredging-related light attenuation	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Missing: Not provided	sponge metagenome	Dictyoceratida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CPS.Axd.3a	10533.CPS.Axd.3a	5/1/13	Montoya	Spain	10	sponge tissue from CPS Axinella damicornis	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Spain	sponges	Axinella damicornis	Healthy	CPS_Axd_3a	72671.0	4	-18.68	Adult	146.5145333	CPS_Axd_3a			Sponge Responses to dredging-related light attenuation	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Missing: Not provided	sponge metagenome	Dictyoceratida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CPS.Chr.1a	10533.CPS.Chr.1a	5/1/13	Montoya	Spain	10	sponge tissue from CPS Chondrosia reniformis	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Spain	sponges	Chondrosia reniformis	Healthy	CPS_Chr_1a	68574.0	4	-18.68	Adult	146.5145333	CPS_Chr_1a			Sponge Responses to dredging-related light attenuation	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Missing: Not provided	sponge metagenome	Dictyoceratida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CPS.Chr.2a	10533.CPS.Chr.2a	5/1/13	Montoya	Spain	10	sponge tissue from CPS Chondrosia reniformis	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Spain	sponges	Chondrosia reniformis	Healthy	CPS_Chr_2a	68574.0	4	-18.68	Adult	146.5145333	CPS_Chr_2a			Sponge Responses to dredging-related light attenuation	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Missing: Not provided	sponge metagenome	Dictyoceratida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CPS.Chr.3a	10533.CPS.Chr.3a	5/1/13	Montoya	Spain	10	sponge tissue from CPS Chondrosia reniformis	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Spain	sponges	Chondrosia reniformis	Healthy	CPS_Chr_3a	68574.0	4	-18.68	Adult	146.5145333	CPS_Chr_3a			Sponge Responses to dredging-related light attenuation	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Missing: Not provided	sponge metagenome	Dictyoceratida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CPS.Crc.1a	10533.CPS.Crc.1a	5/1/13	Montoya	Spain	10	sponge tissue from CPS Crambe crambe	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Spain	sponges	Crambe crambe	Healthy	CPS_Crc_1a	3722.0	4	-18.68	Adult	146.5145333	CPS_Crc_1a			Sponge Responses to dredging-related light attenuation	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Missing: Not provided	sponge metagenome	Dictyoceratida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CPS.Crc.2a	10533.CPS.Crc.2a	5/1/13	Montoya	Spain	10	sponge tissue from CPS Crambe crambe	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Spain	sponges	Crambe crambe	Healthy	CPS_Crc_2a	3722.0	4	-18.68	Adult	146.5145333	CPS_Crc_2a			Sponge Responses to dredging-related light attenuation	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Missing: Not provided	sponge metagenome	Dictyoceratida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CPS.Crc.3a	10533.CPS.Crc.3a	5/1/13	Montoya	Spain	10	sponge tissue from CPS Crambe crambe	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Spain	sponges	Crambe crambe	Healthy	CPS_Crc_3a	3722.0	4	-18.68	Adult	146.5145333	CPS_Crc_3a			Sponge Responses to dredging-related light attenuation	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Missing: Not provided	sponge metagenome	Dictyoceratida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CPS.Dya.1a	10533.CPS.Dya.1a	5/1/13	Montoya	Spain	10	sponge tissue from CPS Dysidea avara	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Spain	sponges	Dysidea avara	Healthy	CPS_Dya_1a	196820.0	4	-18.68	Adult	146.5145333	CPS_Dya_1a			Sponge Responses to dredging-related light attenuation	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Missing: Not provided	sponge metagenome	Dictyoceratida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CPS.Dya.2a	10533.CPS.Dya.2a	5/1/13	Montoya	Spain	10	sponge tissue from CPS Dysidea avara	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Spain	sponges	Dysidea avara	Healthy	CPS_Dya_2a	196820.0	4	-18.68	Adult	146.5145333	CPS_Dya_2a			Sponge Responses to dredging-related light attenuation	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Missing: Not provided	sponge metagenome	Dictyoceratida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CPS.Dya.3a	10533.CPS.Dya.3a	5/1/13	Montoya	Spain	10	sponge tissue from CPS Dysidea avara	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Spain	sponges	Dysidea avara	Healthy	CPS_Dya_3a	196820.0	4	-18.68	Adult	146.5145333	CPS_Dya_3a			Sponge Responses to dredging-related light attenuation	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Missing: Not provided	sponge metagenome	Dictyoceratida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CPS.Pef.1a	10533.CPS.Pef.1a	5/1/13	Montoya	Spain	10	sponge tissue from CPS Petrosia ficiformis	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Spain	sponges	Petrosia ficiformis	Healthy	CPS_Pef_1a	68564.0	4	-18.68	Adult	146.5145333	CPS_Pef_1a			Sponge Responses to dredging-related light attenuation	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True				10793	Missing: Not provided	sponge tissue	Missing: Not provided	sponge metagenome	Dictyoceratida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.01	10533.CUR13.01	3/4/13	Rodrigo Costa	Curacao	5-10	sponge tissue from Ircinia sp. (felix)	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Curacao	sponges	Ircinia felix		CUR13/01	275432.0	5	42.05	Adult	3.2	CUR13/01			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Agelasida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.02	10533.CUR13.02	3/4/13	Rodrigo Costa	Curacao	5-10	sponge tissue from Ircinia sp. (felix)	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Curacao	sponges	Ircinia felix		CUR13/02	275432.0	5	42.05	Adult	3.2	CUR13/02			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Axinellida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.03	10533.CUR13.03	3/4/13	Rodrigo Costa	Curacao	5-10	sponge tissue from Ircinia sp. (felix)	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Curacao	sponges	Ircinia felix		CUR13/03	275432.0	5	42.05	Adult	3.2	CUR13/03			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Axinellida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.04	10533.CUR13.04	3/4/13	Rodrigo Costa	Curacao	5-10	sponge tissue from Ircinia felix	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Curacao	sponges	Ircinia felix		CUR13/04	275432.0	5	42.05	Adult	3.2	CUR13/04			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Axinellida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.05	10533.CUR13.05	3/4/13	Rodrigo Costa	Curacao	5-10	sponge tissue from Ircinia strobilina	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Curacao	black ball sponge	Ircinia strobilina		CUR13/05	467775.0	5	42.05	Adult	3.2	CUR13/05			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Chondrillida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.06	10533.CUR13.06	3/4/13	Rodrigo Costa	Curacao	5-10	sponge tissue from Ircinia strobilina	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Curacao	black ball sponge	Ircinia strobilina		CUR13/06	467775.0	5	42.05	Adult	3.2	CUR13/06			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Chondrillida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.07	10533.CUR13.07	3/4/13	Rodrigo Costa	Curacao	5-10	sponge tissue from Ircinia strobilina	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Curacao	black ball sponge	Ircinia strobilina		CUR13/07	467775.0	5	42.05	Adult	3.2	CUR13/07			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Chondrillida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.08	10533.CUR13.08	3/4/13	Rodrigo Costa	Curacao	5-10	sponge tissue from Ircinia felix	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Curacao	sponges	Ircinia felix		CUR13/08	275432.0	5	42.05	Adult	3.2	CUR13/08			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Dictyoceratida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.09	10533.CUR13.09	3/4/13	Rodrigo Costa	Curacao	5-10	sponge tissue from Ircinia strobilina	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Curacao	black ball sponge	Ircinia strobilina		CUR13/09	467775.0	5	42.05	Adult	3.2	CUR13/09			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Dictyoceratida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.10	10533.CUR13.10	3/4/13	Rodrigo Costa	Curacao	5-10	sponge tissue from Ircinia strobilina	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Curacao	black ball sponge	Ircinia strobilina		CUR13/10	467775.0	5	42.05	Adult	3.2	CUR13/10			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Dictyoceratida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.11	10533.CUR13.11	3/4/13	Rodrigo Costa	Curacao	5-10	sponge tissue from Scopalina (Ulosa) ruetzleri	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Curacao	sponges	Scopalina ruetzleri		CUR13/11	85795.0	5	42.05	Adult	3.2	CUR13/11			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Haplosclerida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.12	10533.CUR13.12	3/4/13	Rodrigo Costa	Curacao	5-10	sponge tissue from Scopalina (Ulosa) ruetzleri	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Curacao	sponges	Scopalina ruetzleri		CUR13/12	85795.0	5	42.05	Adult	3.2	CUR13/12			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Haplosclerida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.13	10533.CUR13.13	3/4/13	Rodrigo Costa	Curacao	5-10	sponge tissue from Scopalina (Ulosa) ruetzleri	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Curacao	sponges	Scopalina ruetzleri		CUR13/13	85795.0	5	42.05	Adult	3.2	CUR13/13			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Haplosclerida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.14	10533.CUR13.14	3/4/13	Rodrigo Costa	Curacao	5-10	sponge tissue from Scopalina (Ulosa) ruetzleri	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Curacao	sponges	Scopalina ruetzleri		CUR13/14	85795.0	5	42.05	Adult	3.2	CUR13/14			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Agelasida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.15	10533.CUR13.15	3/4/13	Rodrigo Costa	Curacao	5-10	sponge tissue from Scopalina (Ulosa) ruetzleri	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Curacao	sponges	Scopalina ruetzleri		CUR13/15	85795.0	5	42.05	Adult	3.2	CUR13/15			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Agelasida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.SED1	10533.CUR13.SED1	3/4/13	Rodrigo Costa	Curacao	5-10	sediment CUR13.SED1	True	0	EMP	marine benthic biome	reef	marine sediment	sediment	Curacao	marine sediment	marine sediment metagenome		CUR13/SED1	412755.0	5	42.05	Adult	3.2	CUR13/SED1			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Agelasida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.SED2	10533.CUR13.SED2	3/4/13	Rodrigo Costa	Curacao	5-10	sediment CUR13.SED2	True	0	EMP	marine benthic biome	reef	marine sediment	sediment	Curacao	marine sediment	marine sediment metagenome		CUR13/SED2	412755.0	5	42.05	Adult	3.2	CUR13/SED2			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Axinellida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.SED3	10533.CUR13.SED3	3/4/13	Rodrigo Costa	Curacao	5-10	sediment CUR13.SED3	True	0	EMP	marine benthic biome	reef	marine sediment	sediment	Curacao	marine sediment	marine sediment metagenome		CUR13/SED3	412755.0	5	42.05	Adult	3.2	CUR13/SED3			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Axinellida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.SED4	10533.CUR13.SED4	3/4/13	Rodrigo Costa	Curacao	5-10	sediment CUR13.SED4	True	0	EMP	marine benthic biome	reef	marine sediment	sediment	Curacao	marine sediment	marine sediment metagenome		CUR13/SED4	412755.0	5	42.05	Adult	3.2	CUR13/SED4			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Chondrillida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.SED5	10533.CUR13.SED5	3/4/13	Rodrigo Costa	Curacao	5-10	sediment CUR13.SED5	True	0	EMP	marine benthic biome	reef	marine sediment	sediment	Curacao	marine sediment	marine sediment metagenome		CUR13/SED5	412755.0	5	42.05	Adult	3.2	CUR13/SED5			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Chondrillida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.SED6	10533.CUR13.SED6	3/4/13	Rodrigo Costa	Curacao	5-10	sediment CUR13.SED6	True	0	EMP	marine benthic biome	reef	marine sediment	sediment	Curacao	marine sediment	marine sediment metagenome		CUR13/SED6	412755.0	5	42.05	Adult	3.2	CUR13/SED6			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Chondrillida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.SW1	10533.CUR13.SW1	3/4/13	Rodrigo Costa	Curacao	5-10	seawater	True	0	EMP	ocean biome	ocean water	ocean water	water	Curacao	sea water	marine metagenome		CUR13/SW1	408172.0	5	42.05	Adult	3.2	CUR13/SW1			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Poecilosclerida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.SW2	10533.CUR13.SW2	3/4/13	Rodrigo Costa	Curacao	5-10	seawater	True	0	EMP	ocean biome	ocean water	ocean water	water	Curacao	sea water	marine metagenome		CUR13/SW2	408172.0	5	42.05	Adult	3.2	CUR13/SW2			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Poecilosclerida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CUR13.SW3	10533.CUR13.SW3	3/4/13	Rodrigo Costa	Curacao	5-10	seawater	True	0	EMP	ocean biome	ocean water	ocean water	water	Curacao	sea water	marine metagenome		CUR13/SW3	408172.0	5	42.05	Adult	3.2	CUR13/SW3			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Dictyoceratida	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CVS.Ago.2a	10533.CVS.Ago.2a	8/1/13	Montoya	Spain	10	sponge tissue from CVS Agelas oroides	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Spain	sponges	Agelas oroides	Healthy	CVS_Ago_2a	72715.0	4	42.05	Adult	3.2	CVS_Ago_2a			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Plakinidae	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CVS.Ago.3a	10533.CVS.Ago.3a	8/1/13	Montoya	Spain	10	sponge tissue from CVS Agelas oroides	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Spain	sponges	Agelas oroides	Healthy	CVS_Ago_3a	72715.0	4	42.05	Adult	3.2	CVS_Ago_3a			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Plakinidae	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CVS.Axd.1a	10533.CVS.Axd.1a	8/1/13	Montoya	Spain	10	sponge tissue from CVS Axinella damicornis	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Spain	sponges	Axinella damicornis	Healthy	CVS_Axd_1a	72671.0	4	42.05	Adult	3.2	CVS_Axd_1a			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True				10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Plakinidae	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.10533.CVS.Axd.2a	10533.CVS.Axd.2a	8/1/13	Montoya	Spain	10	sponge tissue from CVS Axinella damicornis	True	0	EMP	marine benthic biome	animal-associated habitat	organic material feature	host-associated	Spain	sponges	Axinella damicornis	Healthy	CVS_Axd_2a	72671.0	4	42.05	Adult	3.2	CVS_Axd_2a			Not applicable	Missing: Not provided	Institute of Marine Sciences (ICM-CSIC)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Cala Montgo1, Spain	sponge metagenome	Plakinidae	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
