sample_name	altitude	anonymized_name	collection_date	collection_site	collection_timestamp	coreid	country	depth	description	dna_extracted	elevation	env_biome	env_feature	extracted_dna_avail_now	has_extracted_data	has_physical_specimen	health_status	host_common_name	host_order	host_subject_id	host_taxid	hypothesis	latitude	life_stage	lineage	longitude	notes	pco2_micro_atm	ph	physical_location	physical_specimen_location	physical_specimen_remaining	postitive_pcr	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	quantity_nanograms	salinity	sample_type	scientific_name	temp	title
1740.1740.Webster.3.F11.259.EMP.Thomas.sponges.16S.L008	0	Webster.3.F11.259		Orpheus Island, Little Pioneer Bay	2012-04-21 00:00:00		GAZ:Australia	1.5	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	740	593584.0	Biogeography	-18.5996	Adult		146.49222	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	732.84		XXQIITAXX		28.6	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.F12.260.EMP.Thomas.sponges.16S.L008	0	Webster.3.F12.260		Orpheus Island, Little Pioneer Bay	2012-04-21 00:00:00		GAZ:Australia	1.5	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	741	593584.0	Biogeography	-18.5996	Adult		146.49222	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	355.13		XXQIITAXX		28.6	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.F2.250.EMP.Thomas.sponges.16S.L008	0	Webster.3.F2.250		Orpheus Island, Little Pioneer Bay	2012-04-21 00:00:00		GAZ:Australia	1.5	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	731	593584.0	Biogeography	-18.5996	Adult		146.49222	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	808.63		XXQIITAXX		28.6	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.F3.251.EMP.Thomas.sponges.16S.L008	0	Webster.3.F3.251		Orpheus Island, Little Pioneer Bay	2012-04-21 00:00:00		GAZ:Australia	1.5	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	732	593584.0	Biogeography	-18.5996	Adult		146.49222	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	883.79		XXQIITAXX		28.6	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.F4.252.EMP.Thomas.sponges.16S.L008	0	Webster.3.F4.252		Orpheus Island, Little Pioneer Bay	2012-04-21 00:00:00		GAZ:Australia	1.5	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	733	593584.0	Biogeography	-18.5996	Adult		146.49222	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	343.72		XXQIITAXX		28.6	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.F5.253.EMP.Thomas.sponges.16S.L008	0	Webster.3.F5.253		Orpheus Island, Little Pioneer Bay	2012-04-21 00:00:00		GAZ:Australia	1.5	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	734	593584.0	Biogeography	-18.5996	Adult		146.49222	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	458.05		XXQIITAXX		28.6	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.F6.254.EMP.Thomas.sponges.16S.L008	0	Webster.3.F6.254		Orpheus Island, Little Pioneer Bay	2012-04-21 00:00:00		GAZ:Australia	1.5	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	735	593584.0	Biogeography	-18.5996	Adult		146.49222	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	413.31		XXQIITAXX		28.6	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.F7.255.EMP.Thomas.sponges.16S.L008	0	Webster.3.F7.255		Orpheus Island, Little Pioneer Bay	2012-04-21 00:00:00		GAZ:Australia	1.5	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	736	593584.0	Biogeography	-18.5996	Adult		146.49222	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	681.15		XXQIITAXX		28.6	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.F8.256.EMP.Thomas.sponges.16S.L008	0	Webster.3.F8.256		Orpheus Island, Little Pioneer Bay	2012-04-21 00:00:00		GAZ:Australia	1.5	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	737	593584.0	Biogeography	-18.5996	Adult		146.49222	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	104.35		XXQIITAXX		28.6	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.F9.257.EMP.Thomas.sponges.16S.L008	0	Webster.3.F9.257		Orpheus Island, Little Pioneer Bay	2012-04-21 00:00:00		GAZ:Australia	1.5	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	738	593584.0	Biogeography	-18.5996	Adult		146.49222	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	477.09		XXQIITAXX		28.6	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.G1.261.EMP.Thomas.sponges.16S.L008	0	Webster.3.G1.261		Kimberley, Western Australia	2011-10-23 00:00:00		GAZ:Australia	0.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	742	593584.0	Biogeography	-16.053079999999998	Adult		123.35887	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	821.73		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.G10.270.EMP.Thomas.sponges.16S.L008	0	Webster.3.G10.270		Kimberley, Western Australia	2011-10-14 00:00:00		GAZ:Australia	0.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	751	593584.0	Biogeography	-15.332279999999999	Adult		124.105	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	532.04		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.G11.271.EMP.Thomas.sponges.16S.L008	0	Webster.3.G11.271		Kimberley, Western Australia	2011-10-24 00:00:00		GAZ:Australia	0.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	752	593584.0	Biogeography	-15.87005	Adult		123.66516999999999	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	855.91		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.G12.272.EMP.Thomas.sponges.16S.L008	0	Webster.3.G12.272		Kimberley, Western Australia	2011-10-19 00:00:00		GAZ:Australia	16.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	753	593584.0	Biogeography	-15.3363	Adult		123.5129	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	161.0		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.G2.262.EMP.Thomas.sponges.16S.L008	0	Webster.3.G2.262		Kimberley, Western Australia	2011-10-14 00:00:00		GAZ:Australia	0.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	743	593584.0	Biogeography	-15.332279999999999	Adult		124.105	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	580.49		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.G3.263.EMP.Thomas.sponges.16S.L008	0	Webster.3.G3.263		Kimberley, Western Australia	2011-10-23 00:00:00		GAZ:Australia	0.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	744	593584.0	Biogeography	-16.053079999999998	Adult		123.35887	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	652.21		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.G4.264.EMP.Thomas.sponges.16S.L008	0	Webster.3.G4.264		Kimberley, Western Australia	2011-10-10 00:00:00		GAZ:Australia	0.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	745	593584.0	Biogeography	-15.332279999999999	Adult		124.105	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	457.36		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.G5.265.EMP.Thomas.sponges.16S.L008	0	Webster.3.G5.265		Scott Reef, NW atoll, Western Australia	2006-09-21 00:00:00		GAZ:Australia	12.9	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	746	593584.0	Biogeography	-14.19085	Adult		121.80665	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	222.28		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.G6.266.EMP.Thomas.sponges.16S.L008	0	Webster.3.G6.266		Scott Reef, NW atoll, Western Australia	2006-09-21 00:00:00		GAZ:Australia	5.8	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	747	593584.0	Biogeography	-14.177320000000002	Adult		121.88157	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	173.55		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.G7.267.EMP.Thomas.sponges.16S.L008	0	Webster.3.G7.267		Scott Reef, NW atoll, Western Australia	2006-09-21 00:00:00		GAZ:Australia	12.8	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	748	593584.0	Biogeography	-14.17705	Adult		121.8817	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	317.74		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.G8.268.EMP.Thomas.sponges.16S.L008	0	Webster.3.G8.268		Dampier, Western Australia	1998-10-24 00:00:00		GAZ:Australia	0.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	749	593584.0	Biogeography	-20.4135	Adult		116.84467	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	584.17		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.G9.269.EMP.Thomas.sponges.16S.L008	0	Webster.3.G9.269		Dampier, Western Australia	1998-10-19 00:00:00		GAZ:Australia	3.2	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	750	593584.0	Biogeography	-20.428829999999998	Adult		116.95966999999999	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	359.51		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.H1.273.EMP.Thomas.sponges.16S.L008	0	Webster.3.H1.273		Dampier, Western Australia	1998-10-27 00:00:00		GAZ:Australia	0.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	754	593584.0	Biogeography	-20.4295	Adult		116.87799999999999	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	669.54		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.H10.282.EMP.Thomas.sponges.16S.L008	0	Webster.3.H10.282		Kimberley, Western Australia	2011-10-19 00:00:00		GAZ:Australia	16.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	763	593584.0	Biogeography	-15.3363	Adult		123.5129	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	1910.47		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.H2.274.EMP.Thomas.sponges.16S.L008	0	Webster.3.H2.274		Dampier, Western Australia	1999-08-27 00:00:00		GAZ:Australia	0.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	755	593584.0	Biogeography	-20.515	Adult		116.67033	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	693.66		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.H3.275.EMP.Thomas.sponges.16S.L008	0	Webster.3.H3.275		Kimberley, Western Australia	2011-10-15 00:00:00		GAZ:Australia	0.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	756	593584.0	Biogeography	-15.33242	Adult		124.243	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	705.07		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.H4.276.EMP.Thomas.sponges.16S.L008	0	Webster.3.H4.276		Kimberley, Western Australia	2011-10-15 00:00:00		GAZ:Australia	0.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	757	593584.0	Biogeography	-15.33242	Adult		124.243	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	207.05		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.H5.277.EMP.Thomas.sponges.16S.L008	0	Webster.3.H5.277		Kimberley, Western Australia	2011-10-19 00:00:00		GAZ:Australia	16.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	758	593584.0	Biogeography	-15.3363	Adult		123.5129	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	128.93		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.H6.278.EMP.Thomas.sponges.16S.L008	0	Webster.3.H6.278		Kimberley, Western Australia	2010-10-22 00:00:00		GAZ:Australia	2.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	759	593584.0	Biogeography	-15.33242	Adult		125.77433	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	519.37		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.H7.279.EMP.Thomas.sponges.16S.L008	0	Webster.3.H7.279		Dampier, Western Australia	1999-09-03 00:00:00		GAZ:Australia	9.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	760	593584.0	Biogeography	-20.649829999999998	Adult		116.43683	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	896.56		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.H8.280.EMP.Thomas.sponges.16S.L008	0	Webster.3.H8.280		Kimberley, Western Australia	2011-10-20 00:00:00		GAZ:Australia	13.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	761	593584.0	Biogeography	-15.505170000000001	Adult		123.60483	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	1681.1		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.3.H9.281.EMP.Thomas.sponges.16S.L008	0	Webster.3.H9.281		Kimberley, Western Australia	2011-10-19 00:00:00		GAZ:Australia	16.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	762	593584.0	Biogeography	-15.3363	Adult		123.5129	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	945.36		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.A1.283.EMP.Thomas.sponges.16S.L008	0	Webster.4.A1.283		Kimberley, Western Australia	1990-07-17 00:00:00		GAZ:Australia		Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	764	593584.0	Biogeography	-15.833329999999998	Adult		124.63333	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	5.0		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.A10.292.EMP.Thomas.sponges.16S.L008	0	Webster.4.A10.292		Torres Strait	2012-08-15 00:00:00		GAZ:Australia	0.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	769	593584.0	Biogeography	-9.75403	Adult		143.41833	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	241.51		XXQIITAXX		27.6	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.A11.293.EMP.Thomas.sponges.16S.L008	0	Webster.4.A11.293		Torres Strait	2012-08-15 00:00:00		GAZ:Australia	0.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	770	593584.0	Biogeography	-9.75403	Adult		143.41833	Samples came as dried down DNA samples in 96 well plates				ZZ	True	n	True				1740	132.08		XXQIITAXX		27.6	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.A12.294.EMP.Thomas.sponges.16S.L008	0	Webster.4.A12.294		Torres Strait	2012-08-15 00:00:00		GAZ:Australia	0.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	771	593584.0	Biogeography	-9.75403	Adult		143.41833	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	160.21		XXQIITAXX		27.6	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.A2.284.EMP.Thomas.sponges.16S.L008	0	Webster.4.A2.284		Dampier, Western Australia	1998-10-23 00:00:00		GAZ:Australia	0.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	765	593584.0	Biogeography	-20.4515	Adult		116.84066999999999	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	420.49		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.A3.285.EMP.Thomas.sponges.16S.L008	0	Webster.4.A3.285		Western Australia	1998-10-29 00:00:00		GAZ:Australia	8.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	766	593584.0	Biogeography	-20.465999999999998	Adult		116.82817	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	12.41		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.A4.286.EMP.Thomas.sponges.16S.L008	0	Webster.4.A4.286		Davies Reef, Australian Museum specimen	1984-07-29 00:00:00		GAZ:Australia	20.0	Australian Museum	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy			646		Biogeography	-18.81707	Adult		147.63232	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	600.62		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.A5.287.EMP.Thomas.sponges.16S.L008	0	Webster.4.A5.287		John Brewer Reef, Australian Museum specimen	1984-06-27 00:00:00		GAZ:Australia	22.0	Australian Museum	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy			647		Biogeography	-18.6397	Adult		147.04775	Samples came as dried down DNA samples in 96 well plates				ZZ	True	n	True				1740	170.23		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.A6.288.EMP.Thomas.sponges.16S.L008	0	Webster.4.A6.288		Hook Reef Whitsunday Islands, Australian Museum specimen	1984-05-19 00:00:00		GAZ:Australia	10.0	Australian Museum	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy			648		Biogeography	-19.79372	Adult		149.17307	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	5.0		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.A7.289.EMP.Thomas.sponges.16S.L008	0	Webster.4.A7.289		John Brewer Reef, Australian Museum specimen	1984-06-27 00:00:00		GAZ:Australia	22.0	Australian Museum	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy			649		Biogeography	-18.6397	Adult		147.04775	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	3.67		XXQIITAXX			Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.A8.290.EMP.Thomas.sponges.16S.L008	0	Webster.4.A8.290		Torres Strait	2012-08-15 00:00:00		GAZ:Australia	0.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	767	593584.0	Biogeography	-9.75403	Adult		143.41833	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	250.9		XXQIITAXX		27.6	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.A9.291.EMP.Thomas.sponges.16S.L008	0	Webster.4.A9.291		Torres Strait	2012-08-15 00:00:00		GAZ:Australia	0.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	768	593584.0	Biogeography	-9.75403	Adult		143.41833	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	293.44		XXQIITAXX		27.6	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.B1.295.EMP.Thomas.sponges.16S.L008	0	Webster.4.B1.295		Torres Strait	2012-08-15 00:00:00		GAZ:Australia	0.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	772	593584.0	Biogeography	-9.75403	Adult		143.41833	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	124.34		XXQIITAXX		27.6	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.B10.304.EMP.Thomas.sponges.16S.L008	0	Webster.4.B10.304		Orpheus Island	2012-12-16 00:00:00		GAZ:Australia	9.0	Luffariella variabilis	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	896	1162756.0	Vertical Transmission	-18.68543	Adult		146.51218	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	2203.7		XXQIITAXX		28.4	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.B11.305.EMP.Thomas.sponges.16S.L008	0	Webster.4.B11.305		Orpheus Island	2012-12-16 00:00:00		GAZ:Australia	1.5	Phyllospongia	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	917	279624.0	Vertical Transmission	-18.68543	Adult		146.51218	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	447.43		XXQIITAXX		28.4	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.B12.306.EMP.Thomas.sponges.16S.L008	0	Webster.4.B12.306		Orpheus Island	2012-12-16 00:00:00		GAZ:Australia	1.5	Phyllospongia	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	918	279624.0	Vertical Transmission	-18.68543	Adult		146.51218	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	1052.76		XXQIITAXX		28.4	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.B2.296.EMP.Thomas.sponges.16S.L008	0	Webster.4.B2.296		Torres Strait	2012-08-15 00:00:00		GAZ:Australia	0.0	Carteriospongia foliascens	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	773	593584.0	Biogeography	-9.75403	Adult		143.41833	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	149.93		XXQIITAXX		27.6	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.B3.297.EMP.Thomas.sponges.16S.L008	0	Webster.4.B3.297		Orpheus Island	2012-12-16 00:00:00		GAZ:Australia	5.0	Blue Haliclona	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Haplosclerida	650	6057.0	Vertical Transmission	-18.68543	Adult		146.51218	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	349.88		XXQIITAXX		28.4	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.B4.298.EMP.Thomas.sponges.16S.L008	0	Webster.4.B4.298		Orpheus Island	2012-12-16 00:00:00		GAZ:Australia	5.0	Blue Haliclona	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Haplosclerida	651	6057.0	Vertical Transmission	-18.68543	Adult		146.51218	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	109.72		XXQIITAXX		28.4	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.B5.299.EMP.Thomas.sponges.16S.L008	0	Webster.4.B5.299		Orpheus Island	2012-12-16 00:00:00		GAZ:Australia	9.0	Blue Ircinia	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	653	275431.0	Vertical Transmission	-18.68543	Adult		146.51218	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	3025.57		XXQIITAXX		28.4	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.B6.300.EMP.Thomas.sponges.16S.L008	0	Webster.4.B6.300		Orpheus Island	2012-12-16 00:00:00		GAZ:Australia	9.0	Blue Ircinia	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	654	275431.0	Vertical Transmission	-18.68543	Adult		146.51218	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	4300.76		XXQIITAXX		28.4	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.B7.301.EMP.Thomas.sponges.16S.L008	0	Webster.4.B7.301		Orpheus Island	2012-12-16 00:00:00		GAZ:Australia	9.0	Blue Ircinia	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	655	275431.0	Vertical Transmission	-18.68543	Adult		146.51218	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	3364.12		XXQIITAXX		28.4	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.B8.302.EMP.Thomas.sponges.16S.L008	0	Webster.4.B8.302		Orpheus Island	2012-12-16 00:00:00		GAZ:Australia	9.0	Luffariella variabilis	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	894	1162756.0	Vertical Transmission	-18.68543	Adult		146.51218	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	1117.8		XXQIITAXX		28.4	Microbial Community Assemblages found within Marine Sponges
1740.1740.Webster.4.B9.303.EMP.Thomas.sponges.16S.L008	0	Webster.4.B9.303		Orpheus Island	2012-12-16 00:00:00		GAZ:Australia	9.0	Luffariella variabilis	True	0	ENVO:marine biome	ENVO:reef	True	True	True	Healthy	sponges	Dictyoceratida	895	1162756.0	Vertical Transmission	-18.68543	Adult		146.51218	Samples came as dried down DNA samples in 96 well plates				ZZ	True	y	True				1740	2123.56		XXQIITAXX		28.4	Microbial Community Assemblages found within Marine Sponges
