feature-id	age	age_units	anonymized_name	body_habitat	body_product	body_site	cage_location	cage_number	collection_timestamp	description	diet	dna_extracted	dob	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	expected_duration	exposure_start	exposure_type	genotype	geo_loc_name	host_common_name	host_scientific_name	host_subject_id	host_taxid	latitude	life_stage	longitude	mouse_number	physical_specimen_location	physical_specimen_remaining	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_type	scientific_name	sex	taxon_id	title	weekly_cage_food_consumption	weight	weight_units	org_index
10422.29.F.1	10.0	weeks	29-F-1	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-02-16 10:00	baseline feces mouse 29 collection 1 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 29	10090	32.842	Adult	-117.258	29	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Not applicable	25.2	g	10422.29.F.1
10422.29.F.8	13.5	weeks	29-F-8	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-03-11 10:00	feces mouse 29 collection 8 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 29	10090	32.842	Adult	-117.258	29	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	29.1	g	10422.29.F.8
10422.30.F.3	11.0	weeks	30-F-3	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-02-23 10:00	feces mouse 30 collection 3 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 30	10090	32.842	Adult	-117.258	30	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	98.5	24.5	g	10422.30.F.3
10422.30.F.7	13.0	weeks	30-F-7	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-03-08 10:00	feces mouse 30 collection 7 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 30	10090	32.842	Adult	-117.258	30	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	106.3	25.0	g	10422.30.F.7
10422.29.F.11	15.0	weeks	29-F-11	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-03-22 10:00	feces mouse 29 collection 11 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 29	10090	32.842	Adult	-117.258	29	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	98.9	30.7	g	10422.29.F.11
10422.29.F.2	10.5	weeks	29-F-2	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-02-19 10:00	feces mouse 29 collection 2 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 29	10090	32.842	Adult	-117.258	29	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	26.0	g	10422.29.F.2
10422.27.F.3	11.0	weeks	27-F-3	UBERON:feces	UBERON:feces	UBERON:feces	On counter	7	2016-02-23 10:00	feces mouse 27 collection 3 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 27	10090	32.842	Adult	-117.258	27	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	92.1	25.6	g	10422.27.F.3
10422.32.F.9	14.0	weeks	32-F-9	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-03-15 10:00	feces mouse 32 collection 9 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 32	10090	32.842	Adult	-117.258	32	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	107.7	28.8	g	10422.32.F.9
10422.26.F.4	11.5	weeks	26-F-4	UBERON:feces	UBERON:feces	UBERON:feces	On counter	7	2016-02-26 10:00	feces mouse 26 collection 4 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 26	10090	32.842	Adult	-117.258	26	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	25.7	g	10422.26.F.4
10422.30.F.8	13.5	weeks	30-F-8	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-03-11 10:00	feces mouse 30 collection 8 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 30	10090	32.842	Adult	-117.258	30	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	26.3	g	10422.30.F.8
10422.29.F.4	11.5	weeks	29-F-4	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-02-26 10:00	feces mouse 29 collection 4 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 29	10090	32.842	Adult	-117.258	29	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	26.1	g	10422.29.F.4
10422.26.F.9	14.0	weeks	26-F-9	UBERON:feces	UBERON:feces	UBERON:feces	On counter	7	2016-03-15 10:00	feces mouse 26 collection 9 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 26	10090	32.842	Adult	-117.258	26	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	85.9	28.0	g	10422.26.F.9
10422.30.F.10	14.5	weeks	30-F-10	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-03-18 10:00	feces mouse 30 collection 10 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 30	10090	32.842	Adult	-117.258	30	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	27.6	g	10422.30.F.10
10422.25.F.5	12.0	weeks	25-F-5	UBERON:feces	UBERON:feces	UBERON:feces	On counter	7	2016-03-01 10:00	feces mouse 25 collection 5 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 25	10090	32.842	Adult	-117.258	25	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	81.5	26.3	g	10422.25.F.5
10422.31.F.11	15.0	weeks	31-F-11	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-03-22 10:00	feces mouse 31 collection 11 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 31	10090	32.842	Adult	-117.258	31	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	98.9	28.0	g	10422.31.F.11
10422.25.F.9	14.0	weeks	25-F-9	UBERON:feces	UBERON:feces	UBERON:feces	On counter	7	2016-03-15 10:00	feces mouse 25 collection 9 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 25	10090	32.842	Adult	-117.258	25	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	85.9	27.3	g	10422.25.F.9
10422.29.F.10	14.5	weeks	29-F-10	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-03-18 10:00	feces mouse 29 collection 10 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 29	10090	32.842	Adult	-117.258	29	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	30.6	g	10422.29.F.10
10422.29.F.3	11.0	weeks	29-F-3	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-02-23 10:00	feces mouse 29 collection 3 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 29	10090	32.842	Adult	-117.258	29	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	98.5	25.8	g	10422.29.F.3
10422.31.F.4	11.5	weeks	31-F-4	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-02-26 10:00	feces mouse 31 collection 4 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 31	10090	32.842	Adult	-117.258	31	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	24.6	g	10422.31.F.4
10422.25.F.3	11.0	weeks	25-F-3	UBERON:feces	UBERON:feces	UBERON:feces	On counter	7	2016-02-23 10:00	feces mouse 25 collection 3 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 25	10090	32.842	Adult	-117.258	25	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	92.1	25.2	g	10422.25.F.3
10422.27.F.9	14.0	weeks	27-F-9	UBERON:feces	UBERON:feces	UBERON:feces	On counter	7	2016-03-15 10:00	feces mouse 27 collection 9 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 27	10090	32.842	Adult	-117.258	27	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	85.9	27.4	g	10422.27.F.9
10422.26.F.8	13.5	weeks	26-F-8	UBERON:feces	UBERON:feces	UBERON:feces	On counter	7	2016-03-11 10:00	feces mouse 26 collection 8 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 26	10090	32.842	Adult	-117.258	26	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	28.0	g	10422.26.F.8
10422.30.F.11	15.0	weeks	30-F-11	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-03-22 10:00	feces mouse 30 collection 11 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 30	10090	32.842	Adult	-117.258	30	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	98.9	27.1	g	10422.30.F.11
10422.29.F.9	14.0	weeks	29-F-9	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-03-15 10:00	feces mouse 29 collection 9 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 29	10090	32.842	Adult	-117.258	29	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	107.7	29.0	g	10422.29.F.9
10422.30.F.5	12.0	weeks	30-F-5	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-03-01 10:00	feces mouse 30 collection 5 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 30	10090	32.842	Adult	-117.258	30	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	89.6	24.9	g	10422.30.F.5
10422.28.F.7	13.0	weeks	28-F-7	UBERON:feces	UBERON:feces	UBERON:feces	On counter	7	2016-03-08 10:00	feces mouse 28 collection 7 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 28	10090	32.842	Adult	-117.258	28	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	82.6	27.0	g	10422.28.F.7
10422.31.F.10	14.5	weeks	31-F-10	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-03-18 10:00	feces mouse 31 collection 10 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 31	10090	32.842	Adult	-117.258	31	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	28.0	g	10422.31.F.10
10422.29.F.12	15.5	weeks	29-F-12	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-03-25 10:00	feces mouse 29 collection 12 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 29	10090	32.842	Adult	-117.258	29	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	31.7	g	10422.29.F.12
10422.27.F.11	15.0	weeks	27-F-11	UBERON:feces	UBERON:feces	UBERON:feces	On counter	7	2016-03-22 10:00	feces mouse 27 collection 11 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 27	10090	32.842	Adult	-117.258	27	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	86.8	28.9	g	10422.27.F.11
10422.28.F.9	14.0	weeks	28-F-9	UBERON:feces	UBERON:feces	UBERON:feces	On counter	7	2016-03-15 10:00	feces mouse 28 collection 9 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 28	10090	32.842	Adult	-117.258	28	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	85.9	27.3	g	10422.28.F.9
10422.26.F.5	12.0	weeks	26-F-5	UBERON:feces	UBERON:feces	UBERON:feces	On counter	7	2016-03-01 10:00	feces mouse 26 collection 5 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 26	10090	32.842	Adult	-117.258	26	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	81.5	26.1	g	10422.26.F.5
10422.28.F.5	12.0	weeks	28-F-5	UBERON:feces	UBERON:feces	UBERON:feces	On counter	7	2016-03-01 10:00	feces mouse 28 collection 5 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 28	10090	32.842	Adult	-117.258	28	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	81.5	26.2	g	10422.28.F.5
10422.28.F.11	15.0	weeks	28-F-11	UBERON:feces	UBERON:feces	UBERON:feces	On counter	7	2016-03-22 10:00	feces mouse 28 collection 11 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 28	10090	32.842	Adult	-117.258	28	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	86.8	28.0	g	10422.28.F.11
10422.25.F.11	15.0	weeks	25-F-11	UBERON:feces	UBERON:feces	UBERON:feces	On counter	7	2016-03-22 10:00	feces mouse 25 collection 11 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 25	10090	32.842	Adult	-117.258	25	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	86.8	28.2	g	10422.25.F.11
10422.27.F.10	14.5	weeks	27-F-10	UBERON:feces	UBERON:feces	UBERON:feces	On counter	7	2016-03-18 10:00	feces mouse 27 collection 10 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 27	10090	32.842	Adult	-117.258	27	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	28.5	g	10422.27.F.10
10422.28.F.1	10.0	weeks	28-F-1	UBERON:feces	UBERON:feces	UBERON:feces	On counter	7	2016-02-16 10:00	baseline feces mouse 28 collection 1 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 28	10090	32.842	Adult	-117.258	28	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Not applicable	24.8	g	10422.28.F.1
10422.27.F.6	12.5	weeks	27-F-6	UBERON:feces	UBERON:feces	UBERON:feces	On counter	7	2016-03-04 10:00	feces mouse 27 collection 6 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 27	10090	32.842	Adult	-117.258	27	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	26.8	g	10422.27.F.6
10422.31.F.2	10.5	weeks	31-F-2	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-02-19 10:00	feces mouse 31 collection 2 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 31	10090	32.842	Adult	-117.258	31	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	23.8	g	10422.31.F.2
10422.32.F.12	15.5	weeks	32-F-12	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-03-25 10:00	feces mouse 32 collection 12 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 32	10090	32.842	Adult	-117.258	32	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	30.9	g	10422.32.F.12
10422.25.F.7	13.0	weeks	25-F-7	UBERON:feces	UBERON:feces	UBERON:feces	On counter	7	2016-03-08 10:00	feces mouse 25 collection 7 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 25	10090	32.842	Adult	-117.258	25	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	82.6	26.5	g	10422.25.F.7
10422.30.F.9	14.0	weeks	30-F-9	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-03-15 10:00	feces mouse 30 collection 9 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 30	10090	32.842	Adult	-117.258	30	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	107.7	26.1	g	10422.30.F.9
10422.32.F.7	13.0	weeks	32-F-7	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-03-08 10:00	feces mouse 32 collection 7 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 32	10090	32.842	Adult	-117.258	32	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	106.3	27.8	g	10422.32.F.7
10422.29.F.7	13.0	weeks	29-F-7	UBERON:feces	UBERON:feces	UBERON:feces	On counter	8	2016-03-08 10:00	feces mouse 29 collection 7 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 29	10090	32.842	Adult	-117.258	29	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	106.3	28.0	g	10422.29.F.7
10422.26.F.3	11.0	weeks	26-F-3	UBERON:feces	UBERON:feces	UBERON:feces	On counter	7	2016-02-23 10:00	feces mouse 26 collection 3 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 26	10090	32.842	Adult	-117.258	26	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	92.1	25.4	g	10422.26.F.3
10422.28.F.8	13.5	weeks	28-F-8	UBERON:feces	UBERON:feces	UBERON:feces	On counter	7	2016-03-11 10:00	feces mouse 28 collection 8 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 28	10090	32.842	Adult	-117.258	28	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	27.4	g	10422.28.F.8
10422.22.F.13	16.0	weeks	22-F-13	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-03-29 10:00	final feces mouse 22 collection 13 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 22	10090	32.842	Adult	-117.258	22	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	84.5	26.0	g	10422.22.F.13
10422.22.F.7	13.0	weeks	22-F-7	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-03-08 10:00	feces mouse 22 collection 7 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 22	10090	32.842	Adult	-117.258	22	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	79.1	24.0	g	10422.22.F.7
10422.18.F.5	12.0	weeks	18-F-5	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	5	2016-03-01 10:00	feces mouse 18 collection 5 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 18	10090	32.842	Adult	-117.258	18	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	71.4	25.8	g	10422.18.F.5
