band_width,sequence_depth,OTUs,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_60,sample_61,sample_62,sample_63,sample_64,sample_65,sample_66,sample_67,sample_68,sample_69,sample_70,sample_71,sample_72,sample_73,sample_74,sample_75,sample_76,sample_77,sample_78,sample_79,sample_80,sample_81,sample_82,sample_83,sample_84,sample_85,sample_86,sample_87
1.0,1000.0,OTU_320,0,0,0,0,0,1,0,1,0,3,0,1,5,0,0,1,4,5,2,9,1,5,4,3,15,4,3,52,2,78,2,4,0,2,12,4,2,0,5,0,2,0,3,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_321,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,8,3,1,0,0,4,1,2,44,5,9,14,4,4,7,10,4,5,18,14,1,4,1,4,0,0,1,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_322,0,0,1,0,0,0,0,0,1,2,0,0,1,0,2,0,2,11,1,2,6,6,4,2,5,6,12,0,1,19,1,2,15,2,7,16,0,3,1,1,0,1,6,0,2,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_323,0,0,0,0,0,0,1,0,0,1,4,0,0,1,0,4,1,8,0,5,0,14,1,13,1,11,3,18,5,9,1,23,9,3,3,2,2,4,12,4,10,4,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_324,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,2,7,7,6,5,4,0,1,4,6,5,20,1,8,4,10,4,0,8,0,4,5,6,10,1,0,1,2,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_325,0,0,0,0,0,0,0,0,1,0,1,0,2,3,0,7,11,0,9,1,5,9,8,7,11,12,1,1,11,5,4,9,4,3,6,2,35,4,2,1,7,8,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_326,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4,1,2,0,7,7,5,3,1,22,6,3,2,6,4,0,2,3,9,8,1,0,0,11,1,4,1,7,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_327,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,6,23,5,8,5,4,2,3,4,2,1,6,1,0,9,11,5,4,1,6,0,0,7,2,3,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_328,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,0,1,1,3,3,3,5,7,3,9,4,10,2,18,5,1,8,5,0,4,3,3,6,3,5,13,2,10,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_329,1,0,0,0,1,0,1,2,1,1,0,0,3,0,1,4,2,12,0,3,2,5,0,5,10,3,0,2,0,0,2,9,12,1,7,2,5,0,1,5,0,3,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_330,1,0,0,0,0,1,0,0,0,0,1,6,1,4,8,2,0,1,3,2,2,2,4,2,39,1,19,11,3,0,13,12,8,5,24,1,5,7,3,3,4,1,3,0,2,2,5,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,1000.0,OTU_331,0,0,0,0,0,0,2,1,0,0,1,0,13,1,9,3,1,0,1,0,4,9,3,4,2,23,0,11,2,2,18,17,2,3,0,1,3,5,1,3,2,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_332,0,0,0,0,0,0,0,0,0,0,0,7,1,5,1,0,0,0,6,1,1,7,1,1,2,0,0,2,5,5,4,2,0,2,2,2,6,3,10,1,0,2,0,2,0,0,3,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_333,0,0,0,0,1,1,0,0,6,1,0,1,2,1,1,0,1,2,0,3,1,1,1,0,3,12,3,4,9,6,6,3,9,22,8,1,1,1,6,2,0,0,1,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_334,0,0,0,0,0,0,1,0,0,3,2,1,0,1,2,3,6,0,3,2,0,2,5,4,5,6,4,21,2,3,4,3,2,3,5,13,0,6,4,0,1,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_335,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,7,14,7,2,8,0,3,2,33,0,7,0,5,8,2,4,3,1,12,9,4,0,1,5,7,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_336,0,0,0,1,0,0,0,0,0,1,0,0,3,0,2,0,2,1,1,0,3,3,7,15,8,9,3,3,2,2,5,26,7,1,5,2,6,17,1,4,1,10,3,3,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_337,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,1,0,0,5,7,2,6,4,4,15,0,5,2,6,28,4,0,6,3,1,1,3,1,3,2,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_338,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,2,18,3,4,1,2,18,1,5,1,12,10,3,7,0,3,3,9,3,3,3,6,0,3,0,1,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_339,0,0,0,0,0,1,0,0,2,2,1,2,1,0,0,0,1,0,5,1,0,12,2,2,1,3,40,0,0,2,11,5,1,3,23,0,0,1,2,1,0,4,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1000.0,OTU_340,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,1,1,6,0,0,3,0,4,2,11,14,0,15,1,5,21,5,1,2,2,3,0,4,3,1,0,1,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_341,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,13,4,20,8,6,4,2,3,2,4,1,1,5,3,1,2,2,3,9,3,3,5,1,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_342,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,9,1,3,6,2,4,1,9,8,6,4,1,2,0,5,9,4,13,14,4,1,26,5,5,2,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_343,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,2,5,0,13,1,2,0,2,4,1,0,1,0,26,0,20,1,3,40,3,13,3,16,3,0,4,0,3,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_344,0,0,0,1,0,0,0,0,0,0,0,0,8,0,1,2,0,0,3,5,2,6,1,20,7,0,0,7,4,15,14,11,3,4,5,6,1,2,1,15,4,0,2,3,3,3,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_345,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,5,9,1,1,8,3,3,6,10,7,1,0,0,2,6,10,7,2,1,5,9,0,2,4,2,1,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_346,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,11,3,0,0,3,4,0,4,2,24,3,2,1,4,10,3,37,19,3,5,2,7,4,5,1,0,0,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_347,0,0,0,0,0,0,2,0,2,0,1,2,1,1,3,0,1,2,2,0,0,0,0,1,4,5,8,2,34,2,5,11,1,0,0,6,5,3,0,4,5,0,4,8,0,0,0,2,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_348,0,0,0,0,0,0,1,0,0,0,0,2,1,0,2,3,1,2,2,10,4,10,3,1,2,1,1,4,3,3,2,0,35,4,7,7,3,2,1,3,0,0,10,3,0,0,2,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_349,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,2,0,1,4,4,1,45,0,1,2,8,1,4,4,9,1,2,2,6,3,2,38,1,5,2,3,1,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_350,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,3,4,7,2,4,53,0,7,5,9,7,4,2,12,13,5,2,6,3,4,12,1,1,2,1,0,12,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_351,0,0,0,1,0,0,0,0,0,1,1,1,0,0,2,2,1,2,3,3,2,2,1,11,0,6,4,0,1,5,16,5,1,3,1,27,10,3,4,4,1,0,2,1,8,1,7,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_352,0,0,0,0,0,0,1,0,0,0,0,0,0,6,4,0,0,1,0,11,3,6,9,0,25,18,13,31,10,4,2,28,3,12,0,1,5,1,1,1,4,12,0,5,3,3,0,5,1,9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_353,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,4,7,8,1,0,0,3,1,8,1,10,6,1,0,9,0,9,2,7,5,3,4,1,1,6,0,2,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_354,0,0,0,0,0,1,0,0,0,0,2,0,16,1,0,1,1,2,7,8,2,1,2,0,3,7,4,4,1,13,0,3,6,2,26,3,7,2,0,2,0,5,2,2,8,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_355,0,0,0,0,0,0,0,0,0,1,2,0,3,0,3,0,4,1,1,4,1,5,1,3,9,4,5,1,8,6,1,6,14,6,0,5,4,50,1,14,1,9,0,2,4,1,2,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,1000.0,OTU_356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,5,1,1,1,1,16,3,2,8,3,2,28,11,4,0,4,1,3,2,2,5,6,2,4,1,1,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_357,0,0,0,0,0,1,0,0,0,1,0,0,1,8,0,7,8,14,2,0,5,4,4,1,2,0,2,1,1,5,2,1,13,4,1,10,5,1,2,2,12,3,2,1,2,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_358,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,5,0,2,3,9,13,1,3,9,2,1,3,33,18,1,8,1,1,0,1,3,3,6,18,4,5,1,9,0,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_359,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,1,0,0,2,11,1,2,1,2,12,12,9,3,4,6,11,5,12,5,0,11,7,3,3,15,3,2,6,15,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_360,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,6,0,1,0,1,16,6,1,26,16,4,5,4,3,5,1,2,0,1,1,1,11,4,2,2,4,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_361,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,4,2,1,0,1,6,2,0,6,6,2,11,0,3,9,11,2,2,0,5,0,4,5,4,1,24,0,4,1,1,1,9,4,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1000.0,OTU_362,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,3,0,2,2,0,1,3,2,0,4,10,7,2,2,49,4,14,11,3,2,6,5,0,1,4,3,13,3,0,5,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_363,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,0,1,1,0,5,6,0,4,0,1,5,0,1,22,1,3,9,21,3,6,0,2,1,0,2,7,1,0,1,3,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_364,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,4,2,0,0,0,1,2,8,6,79,36,38,0,14,2,5,0,8,1,12,5,6,3,1,0,2,1,0,5,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_365,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,4,2,8,3,2,1,1,2,3,1,6,0,5,28,6,21,0,1,0,10,5,1,1,2,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_366,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,0,0,2,3,3,1,0,3,14,1,0,8,1,0,1,2,4,1,19,1,11,14,2,2,5,4,1,4,0,14,2,0,0,15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_367,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,2,0,10,6,3,2,9,3,3,15,0,15,17,2,0,6,3,1,1,1,14,1,0,1,6,1,4,0,3,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_368,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,8,2,1,1,4,2,3,2,1,2,5,2,4,8,1,12,3,4,1,1,0,1,1,0,0,0,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_369,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,2,4,0,7,1,3,0,1,5,1,1,0,2,24,3,1,0,4,1,7,0,5,0,1,0,4,16,0,1,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_370,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,3,2,2,1,3,4,3,1,3,4,0,5,9,0,0,5,1,16,0,0,2,1,4,5,5,10,0,1,0,1,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1000.0,OTU_371,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,0,3,0,4,2,1,7,12,1,3,15,6,2,0,12,3,0,4,2,3,6,2,8,23,1,1,0,0,1,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1000.0,OTU_372,0,0,0,0,0,0,0,1,4,0,0,0,0,0,2,0,1,1,0,0,3,1,7,3,0,1,4,19,0,5,7,6,6,1,14,8,1,2,5,2,6,8,3,0,0,1,0,1,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_373,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1,2,2,3,0,4,5,1,2,6,2,2,0,0,5,2,9,17,0,7,2,16,2,9,2,13,6,3,2,1,3,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_374,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,3,5,0,3,2,1,2,9,6,2,10,1,0,7,3,13,2,0,36,0,10,3,0,0,5,1,2,1,1,5,1,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_375,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,1,11,1,0,4,12,4,6,3,3,1,2,8,4,5,6,6,9,13,1,0,5,3,7,2,0,2,1,0,2,0,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,2,1,2,0,4,7,10,1,1,31,2,3,7,3,9,11,2,3,3,2,3,4,3,1,0,0,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_377,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2,0,6,2,0,1,1,2,1,0,14,10,2,10,7,3,2,23,6,33,0,49,1,0,0,3,2,4,8,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_378,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,1,3,0,9,7,0,1,3,3,6,3,9,3,4,4,5,2,9,2,3,0,55,2,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_379,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,2,3,1,3,1,0,5,1,10,3,1,32,1,1,1,3,8,14,4,2,12,4,0,2,0,1,1,3,0,0,6,8,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,3,1,0,23,2,0,2,5,9,1,5,2,3,2,18,12,19,3,13,1,16,3,3,2,1,1,2,4,0,1,1,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_381,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,4,3,3,0,2,8,22,0,14,2,2,7,1,7,15,4,3,1,11,3,2,7,1,1,1,2,2,0,5,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_382,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,3,0,2,3,0,0,5,3,11,5,4,6,7,15,3,17,7,0,3,5,4,3,4,10,8,14,3,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,9,0,3,11,4,1,4,2,7,0,0,4,0,2,6,4,12,3,3,5,1,4,3,0,16,0,2,1,1,0,1,1,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_384,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,7,0,1,7,1,9,5,0,1,0,3,3,0,3,7,7,2,8,2,4,5,0,4,5,1,6,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_385,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,6,2,1,37,3,1,8,0,2,11,2,5,3,7,5,7,2,7,2,7,5,3,6,7,11,0,4,0,2,7,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_386,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,2,0,5,3,6,2,2,9,5,2,1,1,3,4,3,7,8,13,7,4,7,3,1,7,4,1,12,2,1,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_387,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,22,2,0,3,1,0,2,0,0,10,2,7,11,10,0,13,3,0,5,4,5,6,1,0,0,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_388,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,3,0,0,2,0,0,6,1,1,0,1,5,1,6,11,0,15,25,1,0,7,38,12,10,1,2,0,17,2,1,1,4,1,14,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1000.0,OTU_389,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,4,0,0,4,2,24,7,7,1,4,4,1,17,1,2,9,2,8,27,0,2,0,1,0,0,0,5,0,4,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
